"lat","lon","name","nodes"
38.11127,13.3534422,"Palermo",67253662
40.668523,16.601585,"Matera",67280326
43.7698712,11.2555757,"Firenze",2516073306
43.8428381,10.502876,"Lucca",1822616932
43.9336213,10.9174238,"Pistoia",61753659
44.40726,8.9338624,"Genova",66586322
44.900576,8.2068828,"Asti",63623632
45.466797,9.1905368,"Milano",62514787
46.0664228,11.1257601,"Trento",1181156655
